AsOfDate,OpenDate,CloseDate,ShortName,PortfolioName,StrategyRefShortName,Strategy1RefShortName,Strategy2RefShortName,CustodianName,DirectionName,SecurityId,SecurityTypeName,SecName,StartQty,Qty,StartPrice,Price,StartFXRate,FXRate,MV_Local,MV_Base,PL_DTD,PL_QTD,PL_MTD,PL_YTD,Year
2025-09-07,2024-07-20,,SEC034,Alpha Real Estate Fund,Value Add,Core Plus,Commercial,BNY Mellon,Long,SECID0034,Property Direct,Union Square Offices,46381.2,44100.07,481.21,495.17,0.9794,0.9794,21837031.66,21387188.81,5947.35,-24552.16,5974.0,56093.82,2025
2023-06-01,2021-03-03,,SEC035,Beacon Property Trust,Core Plus,Core Plus,Mixed Use,BNY Mellon,Long,SECID0035,Real Estate Debt,Riverside Logistics Park,34796.24,33237.07,281.29,301.69,1.0852,1.0852,10027291.65,10881616.9,-1487.82,27514.14,-1500.56,10046.12,2023
2024-10-08,2024-01-14,,SEC036,Cedar Income Partners,Core,Opportunistic,Mixed Use,Northern Trust,Long,SECID0036,Property Direct,Skyline Tower,15714.82,15936.36,288.84,270.64,0.9154,0.9154,4313016.47,3948135.28,-865.36,311.58,-10962.75,-115204.07,2024
2025-10-13,2025-06-25,,SEC037,Alpha Real Estate Fund,Opportunistic,Core Plus,Mixed Use,State Street,Short,SECID0037,REIT Equity,Cedar Heights Residences,46171.7,44642.4,441.1,451.56,1.086,1.086,20158722.14,21892372.24,7972.53,-16939.23,-9913.92,-172271.21,2025
2025-10-05,2024-10-06,,SEC038,Evergreen REIT Fund,Core Plus,Opportunistic,Mixed Use,BNY Mellon,Short,SECID0038,Real Estate Debt,Maple Grove Apartments,11819.06,10756.57,368.47,371.11,0.9891,0.9891,3991870.69,3948359.3,-3194.81,-26461.8,16420.15,80785.37,2025
2024-02-16,2022-06-11,,SEC039,Beacon Property Trust,Core,Opportunistic,Mixed Use,BNY Mellon,Long,SECID0039,Real Estate Debt,Union Square Offices,27859.47,26536.47,205.28,210.16,1.0396,1.0396,5576904.54,5797749.96,-3440.75,45048.72,9817.65,-25986.51,2024
2023-05-25,2022-02-09,,SEC040,Cedar Income Partners,Value Add,Core Plus,Industrial,State Street,Short,SECID0040,Mortgage Bond,Maple Grove Apartments,46282.77,42483.83,339.16,345.75,0.9697,0.9697,14688784.22,14243714.06,-12497.03,45818.85,-13895.72,-131631.9,2023
2024-01-27,2023-05-03,2024-08-15,SEC041,Evergreen REIT Fund,Opportunistic,Value Add,Residential,BNY Mellon,Long,SECID0041,Property Direct,Lakeside Retail Center,8643.57,9038.56,52.05,59.64,0.9486,0.9486,539059.72,511352.05,5112.85,48795.05,13842.73,45112.73,2024
2024-01-11,2023-05-12,,SEC042,Beacon Property Trust,Core Plus,Core,Residential,BNY Mellon,Long,SECID0042,REIT Equity,Riverside Logistics Park,11381.89,11487.57,377.67,403.93,1.0246,1.0246,4640174.15,4754322.43,2973.77,17068.31,7589.29,22495.31,2024
2023-12-20,2023-02-16,2024-01-03,SEC043,Alpha Real Estate Fund,Core Plus,Value Add,Mixed Use,State Street,Short,SECID0043,REIT Equity,Cedar Heights Residences,4263.29,4400.03,334.86,406.9,0.972,0.972,1790372.21,1740241.79,521.01,-1251.86,-7539.65,-22454.01,2023
2024-10-18,2024-06-20,2025-07-11,SEC044,Cedar Income Partners,Value Add,Core,Mixed Use,Northern Trust,Long,SECID0044,REIT Equity,Cedar Heights Residences,48372.78,48959.91,359.11,310.95,1.0845,1.0845,15224084.01,16510519.11,-8464.78,-1966.79,-9885.91,-88287.15,2024
2025-06-12,2023-08-12,,SEC045,Delta Urban Holdings,Core Plus,Value Add,Commercial,State Street,Short,SECID0045,Mortgage Bond,Maple Grove Apartments,49803.73,54570.82,145.18,127.0,0.9515,0.9515,6930494.14,6594365.17,899.47,27840.05,9183.17,-125640.05,2025
2023-12-13,2022-05-29,,SEC046,Cedar Income Partners,Value Add,Core,Commercial,State Street,Long,SECID0046,Real Estate Debt,Maple Grove Apartments,31009.97,31788.47,121.44,114.9,0.9305,0.9305,3652495.2,3398646.78,-4948.14,18815.42,-9824.87,-17970.65,2023
2024-12-23,2023-06-06,,SEC047,Beacon Property Trust,Value Add,Core Plus,Residential,State Street,Short,SECID0047,Real Estate Debt,Skyline Tower,22073.15,23878.74,387.32,430.89,1.013,1.013,10289110.28,10422868.71,2750.26,-19366.89,1053.76,-106722.04,2024
2024-07-14,2023-08-09,,SEC048,Alpha Real Estate Fund,Opportunistic,Opportunistic,Residential,Northern Trust,Short,SECID0048,Real Estate Debt,Union Square Offices,46754.66,50440.14,467.29,448.37,1.0558,1.0558,22615845.57,23877809.75,-3006.84,6395.64,-15929.94,35237.98,2024
2023-11-01,2022-09-30,2024-07-12,SEC049,Delta Urban Holdings,Core,Core,Commercial,State Street,Long,SECID0049,Real Estate Debt,Skyline Tower,7570.24,8094.31,239.69,266.01,0.9368,0.9368,2153167.4,2017087.22,-98.19,11049.8,2239.14,109131.23,2023
2024-01-09,2022-10-14,,SEC000,Delta Urban Holdings,Core,Value Add,Mixed Use,State Street,Short,SECID0000,Mortgage Bond,Skyline Tower,33895.62,31881.09,110.24,101.51,1.0909,1.0909,3236249.45,3530424.53,626.12,-8588.11,1222.98,43463.84,2024
2025-12-27,2024-11-03,,SEC001,Alpha Real Estate Fund,Core Plus,Core,Mixed Use,State Street,Long,SECID0001,Mortgage Bond,Skyline Tower,20313.38,22097.46,290.25,308.96,1.0283,1.0283,6827231.24,7020441.88,244.3,811.83,-7019.92,-53032.07,2025
2025-07-17,2023-04-26,,SEC002,Delta Urban Holdings,Opportunistic,Core,Industrial,Northern Trust,Long,SECID0002,Real Estate Debt,Lakeside Retail Center,3415.48,3272.84,205.04,199.26,1.0655,1.0655,652146.1,694861.67,-7013.03,34991.53,-12438.63,-55432.42,2025
2025-08-03,2023-06-26,,SEC003,Cedar Income Partners,Core,Core Plus,Commercial,BNY Mellon,Long,SECID0003,Mortgage Bond,Harbor Plaza,9808.8,9976.43,448.22,478.95,0.9786,0.9786,4778211.15,4675957.43,-3592.04,17898.49,-2949.5,99819.37,2025
2024-06-23,2022-07-30,,SEC004,Cedar Income Partners,Core Plus,Core,Commercial,BNY Mellon,Short,SECID0004,REIT Equity,Maple Grove Apartments,40027.82,41776.03,70.54,63.18,0.9899,0.9899,2639409.58,2612751.54,-3367.45,5579.88,-8353.47,171611.93,2024
2024-10-28,2022-11-23,,SEC005,Delta Urban Holdings,Value Add,Opportunistic,Residential,State Street,Long,SECID0005,REIT Equity,Riverside Logistics Park,8944.08,8308.35,386.89,336.8,0.9616,0.9616,2798252.28,2690799.39,-5937.99,6196.41,6337.77,33103.93,2024
2023-08-16,2022-02-22,,SEC006,Delta Urban Holdings,Core,Core Plus,Residential,State Street,Short,SECID0006,Real Estate Debt,Skyline Tower,1281.78,1379.89,126.56,137.39,0.9951,0.9951,189583.09,188654.13,-926.44,-2596.41,438.11,-11760.16,2023
2023-03-02,2021-04-03,,SEC007,Alpha Real Estate Fund,Core Plus,Core Plus,Mixed Use,State Street,Long,SECID0007,Property Direct,Maple Grove Apartments,8123.35,7363.71,293.27,320.05,0.9662,0.9662,2356755.39,2277097.06,4819.4,44210.46,-5574.92,-109584.24,2023
2024-12-19,2023-11-17,,SEC008,Delta Urban Holdings,Core Plus,Value Add,Mixed Use,State Street,Long,SECID0008,Property Direct,Cedar Heights Residences,5563.19,5339.88,190.6,190.9,0.9135,0.9135,1019383.09,931206.45,-441.41,51594.19,-8036.75,131129.34,2024
2025-07-17,2024-11-15,,SEC009,Delta Urban Holdings,Value Add,Core,Industrial,BNY Mellon,Short,SECID0009,Real Estate Debt,Lakeside Retail Center,30990.63,28569.04,367.57,404.91,1.0974,1.0974,11567889.99,12694602.48,8388.5,-11071.76,5689.83,130271.73,2025
2025-12-21,2024-06-30,,SEC010,Alpha Real Estate Fund,Core,Core Plus,Commercial,Northern Trust,Short,SECID0010,Mortgage Bond,Skyline Tower,9815.45,10030.22,357.21,443.55,0.9003,0.9003,4448904.08,4005348.34,-1895.64,-4071.61,-5816.81,-81180.54,2025
2024-06-18,2022-02-14,,SEC011,Evergreen REIT Fund,Value Add,Core Plus,Residential,Northern Trust,Short,SECID0011,Property Direct,Granite Business Center,1553.57,1460.72,148.0,172.58,0.9616,0.9616,252091.06,242410.76,-3246.39,-24478.81,340.83,-61597.86,2024
2025-10-20,2025-08-22,,SEC012,Alpha Real Estate Fund,Opportunistic,Core,Commercial,Northern Trust,Short,SECID0012,Property Direct,Lakeside Retail Center,10506.76,11208.24,461.92,481.16,0.9949,0.9949,5392956.76,5365452.68,1168.93,-31117.91,3308.8,66682.32,2025
2024-12-02,2022-07-01,,SEC013,Cedar Income Partners,Value Add,Core Plus,Commercial,BNY Mellon,Long,SECID0013,Property Direct,Granite Business Center,28682.19,29704.41,282.04,241.85,1.0155,1.0155,7184011.56,7295363.74,-9968.68,7481.13,12276.69,-96771.28,2024
2025-09-27,2025-03-12,,SEC014,Cedar Income Partners,Core Plus,Value Add,Mixed Use,State Street,Short,SECID0014,Real Estate Debt,Cedar Heights Residences,20088.75,20471.21,433.65,498.96,1.0411,1.0411,10214314.94,10634123.28,8362.86,8380.38,-7050.12,-4461.53,2025
2024-05-07,2022-10-18,,SEC015,Alpha Real Estate Fund,Core,Opportunistic,Commercial,BNY Mellon,Short,SECID0015,Property Direct,Cedar Heights Residences,6499.33,6869.72,391.12,475.34,0.9888,0.9888,3265452.7,3228879.63,2791.63,1520.11,5387.56,-73653.89,2024
2023-02-27,2021-08-18,,SEC016,Alpha Real Estate Fund,Value Add,Core Plus,Residential,BNY Mellon,Short,SECID0016,REIT Equity,Harbor Plaza,7503.14,7840.14,235.09,266.94,1.0045,1.0045,2092846.97,2102264.78,846.8,-28274.29,-1112.26,-72312.61,2023
2025-11-24,2024-12-10,2026-05-12,SEC017,Delta Urban Holdings,Core Plus,Value Add,Commercial,State Street,Short,SECID0017,REIT Equity,Skyline Tower,32303.69,30429.08,108.27,104.44,1.0065,1.0065,3178013.12,3198670.21,-3677.65,24721.86,10913.1,48731.05,2025
2025-09-17,2025-05-06,,SEC018,Beacon Property Trust,Opportunistic,Core Plus,Industrial,Northern Trust,Short,SECID0018,Mortgage Bond,Skyline Tower,18165.59,17506.12,79.36,89.82,0.9567,0.9567,1572399.7,1504314.79,-5461.56,-6328.17,12130.98,11337.35,2025
2023-01-16,2021-01-25,2023-08-10,SEC019,Delta Urban Holdings,Value Add,Value Add,Industrial,State Street,Long,SECID0019,Mortgage Bond,Maple Grove Apartments,3636.19,3582.71,97.7,106.34,1.0186,1.0186,380985.38,388071.71,11596.65,7866.36,1920.49,-24729.32,2023
2023-12-15,2023-08-08,,SEC020,Evergreen REIT Fund,Value Add,Value Add,Mixed Use,State Street,Short,SECID0020,Property Direct,Lakeside Retail Center,34539.42,35991.57,238.04,224.39,0.9448,0.9448,8076148.39,7630345.0,667.7,-3049.4,7081.09,76536.19,2023
2024-01-03,2022-08-05,2024-09-14,SEC021,Alpha Real Estate Fund,Core,Core Plus,Industrial,Northern Trust,Long,SECID0021,Property Direct,Lakeside Retail Center,23600.84,22046.97,386.29,421.74,0.9255,0.9255,9298089.13,8605381.49,-3929.95,-26624.66,-18362.05,40639.31,2024
2024-10-14,2024-01-14,,SEC022,Evergreen REIT Fund,Core,Core,Industrial,Northern Trust,Long,SECID0022,Real Estate Debt,Harbor Plaza,27849.5,30489.03,198.07,195.35,1.0628,1.0628,5956032.01,6330070.82,-5516.83,-43057.81,3885.79,199439.96,2024
2025-12-19,2023-07-17,,SEC023,Delta Urban Holdings,Core Plus,Core Plus,Mixed Use,BNY Mellon,Short,SECID0023,REIT Equity,Harbor Plaza,30015.99,29793.32,281.99,332.41,0.9352,0.9352,9903597.5,9261844.38,-30.35,16769.82,818.29,-7911.17,2025
2023-03-19,2021-01-05,,SEC024,Evergreen REIT Fund,Core,Opportunistic,Commercial,Northern Trust,Short,SECID0024,Property Direct,Riverside Logistics Park,1009.03,937.74,83.12,88.32,0.978,0.978,82821.2,80999.13,4595.38,-5805.49,2673.92,25735.82,2023
2024-12-12,2024-08-13,,SEC025,Evergreen REIT Fund,Core Plus,Core Plus,Industrial,State Street,Short,SECID0025,REIT Equity,Union Square Offices,30963.05,31027.6,425.34,506.58,0.9125,0.9125,15717961.61,14342639.97,-3340.45,19840.85,-1749.6,-60459.61,2024
2024-12-19,2023-10-13,,SEC026,Beacon Property Trust,Opportunistic,Core,Industrial,BNY Mellon,Long,SECID0026,Property Direct,Maple Grove Apartments,35876.91,35202.66,223.24,208.61,0.9347,0.9347,7343626.9,6864088.06,2682.55,-17969.36,281.81,-729.52,2024
2023-01-03,2021-02-09,2023-09-19,SEC027,Delta Urban Holdings,Core,Opportunistic,Mixed Use,Northern Trust,Short,SECID0027,Mortgage Bond,Granite Business Center,33238.41,36395.89,76.53,69.25,1.0612,1.0612,2520415.38,2674664.8,5429.48,9493.96,-250.27,65421.3,2023
2024-04-06,2022-12-29,,SEC028,Evergreen REIT Fund,Value Add,Core Plus,Residential,Northern Trust,Short,SECID0028,Property Direct,Harbor Plaza,29318.99,31352.58,126.01,132.4,0.9822,0.9822,4151081.59,4077192.34,6951.04,11156.21,103.53,-104946.9,2024
2025-08-23,2025-05-04,2026-05-29,SEC029,Evergreen REIT Fund,Core Plus,Opportunistic,Mixed Use,Northern Trust,Long,SECID0029,Property Direct,Skyline Tower,49195.38,53954.23,391.65,405.74,0.9156,0.9156,21891389.28,20043756.02,-5325.57,-6104.49,-6095.12,-14957.7,2025
2024-09-25,2024-08-15,,SEC030,Cedar Income Partners,Value Add,Opportunistic,Residential,Northern Trust,Short,SECID0030,Property Direct,Skyline Tower,26120.49,25959.76,369.57,376.37,1.0921,1.0921,9770474.87,10670335.61,283.25,10593.86,-704.99,38920.13,2024
2025-08-19,2025-01-28,,SEC031,Beacon Property Trust,Core Plus,Value Add,Industrial,State Street,Short,SECID0031,Property Direct,Riverside Logistics Park,33159.67,31778.59,371.32,319.68,0.997,0.997,10158979.65,10128502.71,322.37,-39509.33,-9393.35,-11527.0,2025
2023-12-04,2022-02-24,2024-02-29,SEC032,Beacon Property Trust,Core Plus,Value Add,Residential,State Street,Long,SECID0032,Mortgage Bond,Granite Business Center,33298.63,32431.31,95.95,111.59,0.9472,0.9472,3619009.88,3427926.16,-6048.47,11998.57,15307.51,97500.95,2023
2024-04-22,2022-12-29,,SEC033,Alpha Real Estate Fund,Core Plus,Opportunistic,Mixed Use,BNY Mellon,Short,SECID0033,Property Direct,Lakeside Retail Center,9196.88,9339.91,422.5,368.31,0.9529,0.9529,3439982.25,3277959.09,-1067.21,29814.52,1486.67,-26966.88,2024
2025-09-08,2024-07-17,,SEC034,Delta Urban Holdings,Core,Value Add,Residential,State Street,Short,SECID0034,Mortgage Bond,Riverside Logistics Park,20113.45,19158.56,269.92,276.37,0.9578,0.9578,5294851.23,5071408.51,-3067.01,-6049.39,-3881.77,13633.3,2025
2024-05-09,2022-01-09,2024-12-05,SEC035,Evergreen REIT Fund,Value Add,Opportunistic,Industrial,Northern Trust,Long,SECID0035,REIT Equity,Harbor Plaza,23594.32,24421.49,128.48,143.74,1.0541,1.0541,3510344.97,3700254.63,802.87,60.92,4369.38,95251.7,2024
2023-07-04,2021-12-14,2024-02-27,SEC036,Alpha Real Estate Fund,Opportunistic,Core Plus,Residential,State Street,Long,SECID0036,Mortgage Bond,Maple Grove Apartments,18224.3,19045.31,133.43,115.23,1.0239,1.0239,2194591.07,2247041.8,4747.77,-29697.96,-25539.21,74745.59,2023
2023-12-06,2023-02-20,,SEC037,Cedar Income Partners,Value Add,Opportunistic,Residential,BNY Mellon,Long,SECID0037,Mortgage Bond,Granite Business Center,33363.41,30532.29,232.19,289.8,1.0539,1.0539,8848257.64,9325178.73,-6834.39,-4495.31,-11701.13,-144158.44,2023
2024-01-09,2021-08-30,,SEC038,Delta Urban Holdings,Core Plus,Opportunistic,Mixed Use,State Street,Long,SECID0038,Mortgage Bond,Riverside Logistics Park,22588.17,22550.77,465.01,508.78,0.9357,0.9357,11473380.76,10735642.38,2707.31,15183.1,-5765.1,-207283.38,2024
2023-01-03,2022-09-23,,SEC039,Alpha Real Estate Fund,Core,Value Add,Commercial,Northern Trust,Short,SECID0039,Mortgage Bond,Skyline Tower,13279.22,13135.49,449.29,408.65,1.0281,1.0281,5367817.99,5518653.68,-2731.22,7836.08,-14789.12,14668.79,2023
2025-12-25,2024-07-11,,SEC040,Delta Urban Holdings,Core,Core Plus,Industrial,BNY Mellon,Short,SECID0040,Mortgage Bond,Skyline Tower,20791.72,21738.86,408.02,358.26,0.9452,0.9452,7788163.98,7361372.59,-76.55,11585.83,1195.8,-77845.52,2025
2025-11-03,2024-09-25,,SEC041,Beacon Property Trust,Core Plus,Core,Commercial,BNY Mellon,Short,SECID0041,REIT Equity,Cedar Heights Residences,48085.35,44050.57,235.22,272.06,1.0296,1.0296,11984398.07,12339136.25,5982.86,-3170.59,-273.05,-74661.44,2025
2024-02-21,2022-10-31,,SEC042,Alpha Real Estate Fund,Value Add,Core,Mixed Use,State Street,Long,SECID0042,Property Direct,Skyline Tower,7857.2,7374.91,362.67,394.29,0.9978,0.9978,2907853.26,2901455.98,-2216.41,-17696.05,-1729.46,136936.68,2024
2024-12-02,2023-09-14,2025-09-05,SEC043,Alpha Real Estate Fund,Core Plus,Opportunistic,Mixed Use,Northern Trust,Long,SECID0043,Mortgage Bond,Skyline Tower,23460.15,24295.7,438.39,398.75,1.0159,1.0159,9687910.38,9841948.16,-6859.51,-32271.23,14711.7,-16745.89,2024
2023-12-21,2023-07-11,2024-01-25,SEC044,Alpha Real Estate Fund,Core Plus,Core Plus,Mixed Use,Northern Trust,Long,SECID0044,REIT Equity,Union Square Offices,45328.46,48236.18,57.67,63.12,1.0671,1.0671,3044667.68,3248964.88,-3345.36,20798.09,-6056.16,146080.78,2023
2024-06-26,2022-01-23,,SEC045,Beacon Property Trust,Core Plus,Opportunistic,Industrial,State Street,Long,SECID0045,Property Direct,Maple Grove Apartments,34241.49,33037.8,488.17,527.41,0.9275,0.9275,17424466.1,16161192.31,3389.63,-9758.23,21573.08,-48457.19,2024
2024-03-23,2023-02-09,,SEC046,Evergreen REIT Fund,Core,Opportunistic,Residential,BNY Mellon,Long,SECID0046,REIT Equity,Skyline Tower,22494.4,24409.46,29.94,26.65,1.0695,1.0695,650512.11,695722.7,3710.48,5985.85,13017.41,124920.9,2024
2023-02-23,2021-03-28,,SEC047,Beacon Property Trust,Value Add,Core,Mixed Use,State Street,Long,SECID0047,REIT Equity,Maple Grove Apartments,14902.85,15479.6,398.2,414.29,0.9254,0.9254,6413043.48,5934630.44,160.02,-15068.36,4599.72,-54217.23,2023
2025-08-20,2025-04-22,,SEC048,Evergreen REIT Fund,Core Plus,Value Add,Commercial,BNY Mellon,Long,SECID0048,Property Direct,Skyline Tower,39346.57,38149.28,12.24,11.56,0.9235,0.9235,441005.68,407268.75,10066.94,2730.71,-3653.22,14774.42,2025
2023-02-26,2022-08-28,,SEC049,Cedar Income Partners,Value Add,Opportunistic,Mixed Use,BNY Mellon,Short,SECID0049,Mortgage Bond,Skyline Tower,48460.12,48212.13,96.4,107.78,0.9086,0.9086,5196303.37,4721361.24,-6735.63,-19432.28,12004.14,-52551.54,2023
2023-12-02,2022-05-01,2023-12-26,SEC000,Cedar Income Partners,Core,Opportunistic,Industrial,State Street,Long,SECID0000,Property Direct,Union Square Offices,24768.01,22866.15,448.59,510.75,1.0185,1.0185,11678886.11,11894945.5,-5234.55,10733.06,11857.04,57516.26,2023
2023-04-24,2022-01-27,,SEC001,Beacon Property Trust,Opportunistic,Core,Commercial,BNY Mellon,Short,SECID0001,Real Estate Debt,Lakeside Retail Center,19401.09,18317.2,240.79,251.33,1.0781,1.0781,4603661.88,4963207.87,4980.24,-15135.9,-14218.11,120106.69,2023
2025-04-21,2024-03-20,,SEC002,Delta Urban Holdings,Core,Core,Commercial,BNY Mellon,Long,SECID0002,Property Direct,Maple Grove Apartments,10908.33,10095.03,349.18,305.13,0.9273,0.9273,3080296.5,2856358.94,-1613.4,-5016.66,13281.94,44498.4,2025
2025-10-06,2024-01-24,,SEC003,Evergreen REIT Fund,Core,Core,Industrial,State Street,Short,SECID0003,Real Estate Debt,Union Square Offices,42895.2,39347.55,429.92,449.56,1.0991,1.0991,17689084.58,19442072.86,2279.44,43300.05,-6435.18,74227.21,2025
2024-07-19,2023-11-05,,SEC004,Alpha Real Estate Fund,Core,Core Plus,Mixed Use,Northern Trust,Short,SECID0004,Mortgage Bond,Harbor Plaza,29996.81,27890.85,291.11,248.03,1.096,1.096,6917767.53,7581873.21,285.07,5371.85,15284.68,40626.86,2024
2024-08-08,2024-04-15,,SEC005,Alpha Real Estate Fund,Core Plus,Core,Industrial,State Street,Short,SECID0005,REIT Equity,Lakeside Retail Center,1608.73,1683.31,475.47,429.39,0.9592,0.9592,722796.48,693306.38,2691.48,21450.15,-3649.53,-67136.77,2024
2024-03-28,2022-03-09,,SEC006,Alpha Real Estate Fund,Core,Value Add,Residential,BNY Mellon,Short,SECID0006,Property Direct,Union Square Offices,39703.08,38674.14,237.5,262.05,1.0721,1.0721,10134558.39,10865260.05,-5224.05,-39327.13,20562.07,-88256.67,2024
2025-02-20,2024-02-13,,SEC007,Cedar Income Partners,Core,Core Plus,Industrial,BNY Mellon,Long,SECID0007,REIT Equity,Union Square Offices,3685.77,4014.04,340.58,410.46,0.9222,0.9222,1647602.86,1519419.36,-1106.27,-5536.27,3074.07,65258.98,2025
2023-06-08,2021-11-03,2024-02-17,SEC008,Beacon Property Trust,Value Add,Value Add,Industrial,Northern Trust,Short,SECID0008,Property Direct,Skyline Tower,37131.62,39005.11,436.85,494.14,1.0506,1.0506,19273985.06,20249248.7,4302.37,-11661.55,-1671.22,22606.4,2023
2023-06-12,2022-02-04,,SEC009,Cedar Income Partners,Core,Value Add,Residential,State Street,Short,SECID0009,REIT Equity,Harbor Plaza,26807.45,24784.61,357.81,401.22,1.0066,1.0066,9944081.22,10009712.16,-1243.46,32146.91,4909.75,58790.22,2023
2024-03-10,2023-11-23,2024-08-08,SEC010,Alpha Real Estate Fund,Value Add,Core,Commercial,BNY Mellon,Short,SECID0010,Mortgage Bond,Lakeside Retail Center,6489.2,6032.3,83.74,78.02,1.0904,1.0904,470640.05,513185.91,3314.41,23469.48,1810.22,-103746.56,2024
2025-11-01,2024-12-08,2025-11-22,SEC011,Cedar Income Partners,Value Add,Core,Mixed Use,BNY Mellon,Short,SECID0011,Real Estate Debt,Riverside Logistics Park,43717.89,41377.48,474.25,525.41,0.9823,0.9823,21740141.77,21355341.26,1998.44,-13027.14,-5286.17,46909.12,2025
2023-05-08,2021-11-29,,SEC012,Evergreen REIT Fund,Opportunistic,Value Add,Commercial,State Street,Long,SECID0012,Real Estate Debt,Union Square Offices,15119.17,16163.95,82.69,79.69,1.0912,1.0912,1288105.18,1405580.37,6191.42,425.43,3088.33,136177.2,2023
2023-01-11,2021-05-03,2023-06-03,SEC013,Beacon Property Trust,Value Add,Core,Commercial,Northern Trust,Short,SECID0013,REIT Equity,Skyline Tower,19113.94,17986.81,356.5,397.93,1.0956,1.0956,7157491.3,7841747.47,1203.77,52033.66,5655.1,-140861.02,2023
2024-08-25,2024-02-29,,SEC014,Cedar Income Partners,Core,Value Add,Commercial,Northern Trust,Short,SECID0014,Property Direct,Harbor Plaza,46462.75,43266.61,485.37,518.6,1.0015,1.0015,22438063.95,22471721.05,3766.71,7623.17,12897.53,53854.51,2024
2025-08-02,2025-02-11,,SEC015,Cedar Income Partners,Core Plus,Opportunistic,Commercial,BNY Mellon,Long,SECID0015,REIT Equity,Harbor Plaza,6726.93,6087.6,312.59,293.26,0.9715,0.9715,1785249.58,1734369.97,-692.28,-24485.96,-2090.23,-68041.64,2025
2025-08-22,2023-09-05,,SEC016,Alpha Real Estate Fund,Value Add,Core,Commercial,Northern Trust,Short,SECID0016,Property Direct,Granite Business Center,48816.14,47785.37,250.33,273.18,1.0023,1.0023,13054007.38,13084031.6,-2902.62,11771.57,16699.05,31573.72,2025
2024-01-10,2022-12-23,,SEC017,Delta Urban Holdings,Core,Value Add,Commercial,Northern Trust,Short,SECID0017,Mortgage Bond,Maple Grove Apartments,48898.66,52559.23,52.92,60.39,0.9888,0.9888,3174051.9,3138502.52,-5979.42,8892.05,11966.31,-48782.63,2024
2025-10-03,2025-04-09,,SEC018,Delta Urban Holdings,Core Plus,Core Plus,Mixed Use,Northern Trust,Short,SECID0018,Mortgage Bond,Maple Grove Apartments,24256.04,26038.98,493.45,432.48,1.092,1.092,11261338.07,12297381.17,-670.09,293.76,-7848.98,51862.43,2025
2025-08-23,2023-12-21,,SEC019,Cedar Income Partners,Value Add,Core,Mixed Use,State Street,Long,SECID0019,REIT Equity,Maple Grove Apartments,7709.42,7225.28,197.07,211.17,0.9084,0.9084,1525762.38,1386002.55,-604.74,8390.65,-8874.92,-34996.66,2025
2024-05-21,2021-12-19,,SEC020,Beacon Property Trust,Core Plus,Core Plus,Industrial,BNY Mellon,Long,SECID0020,Property Direct,Lakeside Retail Center,7084.67,7319.76,150.97,139.16,1.0814,1.0814,1018617.8,1101533.29,3611.91,-7456.66,17269.64,-31970.89,2024
2025-07-28,2024-10-07,,SEC021,Cedar Income Partners,Opportunistic,Core Plus,Commercial,BNY Mellon,Short,SECID0021,Real Estate Debt,Cedar Heights Residences,24325.99,25271.03,68.6,72.37,1.0151,1.0151,1828864.44,1856480.29,1123.42,18651.82,-14183.66,-140864.7,2025
2023-01-09,2021-12-06,,SEC022,Evergreen REIT Fund,Opportunistic,Opportunistic,Residential,Northern Trust,Long,SECID0022,Property Direct,Cedar Heights Residences,45693.13,44377.02,152.03,161.43,1.0873,1.0873,7163782.34,7789180.54,-7628.28,25251.68,-5518.58,204655.94,2023
2025-05-09,2023-05-09,,SEC023,Cedar Income Partners,Value Add,Core,Mixed Use,BNY Mellon,Long,SECID0023,REIT Equity,Union Square Offices,18763.61,18892.78,182.3,165.43,0.9274,0.9274,3125432.6,2898526.19,-2821.24,3691.03,15421.1,160487.43,2025
2023-09-08,2021-04-10,2024-06-30,SEC024,Alpha Real Estate Fund,Core,Core,Residential,State Street,Long,SECID0024,REIT Equity,Lakeside Retail Center,31057.99,33116.61,267.57,284.38,1.0102,1.0102,9417701.55,9513762.11,10307.52,24167.32,10240.63,47402.16,2023
2024-05-23,2023-04-18,2025-01-14,SEC025,Alpha Real Estate Fund,Core Plus,Opportunistic,Commercial,Northern Trust,Long,SECID0025,Real Estate Debt,Riverside Logistics Park,44596.59,45467.55,384.16,379.1,1.042,1.042,17236748.21,17960691.63,3891.81,-11023.71,-8181.99,-269.96,2024
2023-04-05,2022-12-16,,SEC026,Beacon Property Trust,Core Plus,Core Plus,Residential,BNY Mellon,Long,SECID0026,Property Direct,Skyline Tower,38388.16,35407.11,19.22,20.06,0.9862,0.9862,710266.63,700464.95,-850.92,-9064.56,6963.87,76424.42,2023
2023-05-22,2023-04-12,,SEC027,Cedar Income Partners,Core Plus,Core Plus,Commercial,Northern Trust,Short,SECID0027,Property Direct,Cedar Heights Residences,39336.17,42641.18,110.65,133.94,0.937,0.937,5711359.65,5351543.99,442.03,29550.6,-11416.89,-15492.76,2023
2023-09-25,2021-08-10,,SEC028,Beacon Property Trust,Value Add,Opportunistic,Residential,Northern Trust,Long,SECID0028,Real Estate Debt,Lakeside Retail Center,25740.55,23518.3,411.6,475.52,1.0058,1.0058,11183422.02,11248285.87,-3584.11,-37330.73,-826.81,-9739.8,2023
